,version,modelYear,km,price,phoneNumber,pro,argus,cheaperThanArgus,latitude,longitude
194,1.5 DCI 90 ZEN EDC,2014.0,10,18511,0175834788,1,16200,0,48.760344,2.387405
195,1.5 DCI 90 INTENS EDC,2014.0,10,20202,0175834788,1,17500,0,48.760344,2.387405
196,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,100,19850,0143240835,1,17700,0,48.841386,2.504038
197,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,100,17990,0143240835,1,15500,0,48.841386,2.504038
198,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,100,17990,0143240835,1,15500,0,48.841386,2.504038
199,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,21500,16500,0652165632,0,16100,0,48.9220615,2.2533313
200,1.5 DCI 90 INTENS EDC,2014.0,3880,20300,0659956206,0,17500,0,48.8301019,2.005269
201,1.5 DCI 90 INTENS EDC,2014.0,10,19990,0160657097,1,17500,0,48.526605,2.571664
202,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,2198,18900,0160059293,1,16000,0,48.85478,2.628701
203,1.5 DCI 90 ZEN EDC,2014.0,2244,19690,0160059293,1,16200,0,48.85478,2.628701
204,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,4896,17190,0156837400,1,16000,0,48.892423,2.215331
205,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,10771,17900,0130157765,1,17700,0,48.896391,2.160098
206,1.5 DCI 90 INTENS EDC,2014.0,4500,20490,0160625056,1,17500,0,48.6912267,2.6103697
207,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,8995,18980,0160625056,1,17700,0,48.6912267,2.6103697
208,1.5 DCI 90 BUSINESS EDC,2013.0,21050,16890,0139754280,1,17600,1,48.918524,1.96978
209,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,8360,17790,0178455073,1,16000,0,48.8718722,2.3176432
210,1.5 DCI 90 INTENS EDC,2014.0,10,20220,0175834788,1,17500,0,48.760344,2.387405
211,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,5250,17490,0178455073,1,15500,0,48.8718722,2.3176432
212,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,15,17900,0148941616,1,17700,0,48.886727,2.505069
213,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,10,17022,0175834788,1,15500,0,48.760344,2.387405
214,1.5 DCI 90 INTENS EDC,2014.0,10,19390,0175834788,1,17500,0,48.760344,2.387405
215,1.5 DCI 90 ZEN EDC,2014.0,10,18042,0175834788,1,16200,0,48.760344,2.387405
216,1.2 TCE 120 INTENS EDC,2014.0,10,18150,0175834788,1,17800,0,48.760344,2.387405
217,1.2 TCE 120 ZEN EDC,2013.0,18500,17730,,0,16000,0,49.130715,2.293932
218,1.5 DCI 90 ZEN EDC,2014.0,10,17820,0175834788,1,16200,0,48.760344,2.387405
219,1.5 DCI 90 INTENS EDC,2014.0,10,18264,0175834788,1,17500,0,48.760344,2.387405
220,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,30,16900,,0,15500,0,48.93897,2.538716
221,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,19900,15880,0139145454,1,16100,1,48.941106,2.158431
222,0.9 TCE 90 ENERGY S&S LIFE ECO2,2013.0,1320,14990,0139316439,1,12700,0,49.015751,2.191521
223,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,8860,16900,0139316439,1,16000,0,49.015751,2.191521
224,1.5 DCI 90 BUSINESS EDC,2013.0,9360,16900,0139316439,1,17600,1,49.015751,2.191521
225,1.2 TCE 120 INTENS EDC,2013.0,6950,18300,,0,17800,0,48.759255,2.302553
226,1.5 DCI 90 BUSINESS EDC,2013.0,17431,16980,0615872883,1,17600,1,48.542105,2.6554
227,1.2 TCE 120 INTENS EDC,2013.0,10131,18490,0160059293,1,17800,0,48.85478,2.628701
228,0.9 TCE 90 ENERGY ARIZONA ECO2,2014.0,10,16970,0184141900,1,16100,0,48.911358,2.8281139
229,1.5 DCI 90 INTENS EDC,2014.0,221,19990,0160657097,1,17500,0,48.526605,2.571664
230,1.5 DCI 90 INTENS EDC,2014.0,17421,18680,0160625056,1,17500,0,48.6912267,2.6103697
231,1.2 TCE 120 ZEN EDC,2014.0,9,18900,0160059293,1,16000,0,48.85478,2.628701
232,1.5 DCI 90 INTENS EDC,2014.0,6500,18500,,0,17500,0,48.991435,1.809326
233,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,185,19590,0130282837,1,17700,0,49.152233,2.269571
234,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,18978,15790,0178769520,1,16000,1,48.9472096,2.2466847
235,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,23788,15990,0175448164,1,16000,1,48.757205,2.326243
236,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,20411,18200,,0,17700,0,48.82342,1.976374
237,1.5 DCI 90 ENERGY S&S LIFE ECO2,2014.0,1000,16500,,0,14600,0,48.900552,2.25929
238,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,15500,15500,,0,15500,0,48.936181,2.357443
239,1.5 DCI 90 INTENS EDC,2014.0,10,19182,0175834788,1,17500,0,48.760344,2.387405
240,1.5 DCI 90 BUSINESS EDC,2013.0,29177,14880,0169340404,1,17600,1,48.6964029,2.236654
241,1.2 TCE 120 INTENS EDC,2014.0,10,18852,0175834788,1,17800,0,48.760344,2.387405
242,0.9 TCE 90 ENERGY ARIZONA ECO2,2013.0,7800,16300,,0,16100,0,48.857993,2.381153
243,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,41494,13900,0161123085,1,16000,1,48.776731,2.001844
244,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,37929,13990,0161123085,1,16000,1,48.776731,2.001844
245,1.5 DCI 90 BUSINESS EDC,2013.0,19852,16990,0174076006,1,17600,1,48.857993,2.381153
246,1.2 TCE 120 ZEN EDC,2013.0,10000,16550,,0,16000,0,48.720171,2.461891
247,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,40375,13990,0161123085,1,16000,1,48.776731,2.001844
248,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,8800,16800,,0,17700,1,48.693052,2.515825
249,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3863,17890,0174076006,1,16000,0,48.857993,2.381153
250,1.5 DCI 90 INTENS EDC,2014.0,2100,16200,0684848220,0,17500,1,48.643868,1.829079
251,1.5 DCI 90 BUSINESS EDC,2013.0,18805,16490,0174076006,1,17600,1,48.857993,2.381153
252,1.2 TCE 120 ZEN EDC,2014.0,19000,19000,,0,16000,0,48.782907,1.960077
253,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18600,,1,17700,0,48.893217,2.287864
254,1.5 DCI 90 BUSINESS EDC,2014.0,19199,16980,0615872883,1,17600,1,48.542105,2.6554
255,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3457,16990,0175448151,1,16000,0,48.801408,2.130122
256,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,170,19590,0130282836,1,17700,0,49.152233,2.269571
257,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,5385,17200,0160059293,1,14200,0,48.85478,2.628701
258,1.5 DCI 90 INTENS EDC,2014.0,3080,18990,0160926972,1,17500,0,48.6792779,2.16647
259,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,10,16900,0175448151,1,16000,0,48.801408,2.130122
260,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5780,17890,0178455073,1,16000,0,48.8718722,2.3176432
261,0.9 TCE 90 ENERGY S&S LIFE ECO2,2014.0,10,14800,0140709104,1,12700,0,48.8727631,2.272776
262,1.5 DCI 90 INTENS EDC,2013.0,12500,17000,,0,17500,1,48.875661,2.485932
263,1.5 DCI 90 ZEN EDC,2014.0,10,17900,,1,16200,0,43.439236,-1.590062
264,1.5 DCI 90 ENERGY S&S LIFE ECO2,2014.0,19993,16795,,1,14600,0,44.853806,0.483392
265,1.5 DCI 90 INTENS EDC,2013.0,11000,20490,0557215831,1,17500,0,44.8448769,-0.656358
266,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,24353,14500,0825809109,1,16100,1,44.8448769,-0.656358
267,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18013,15000,0698288701,1,16100,1,44.8448769,-0.656358
268,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19520,14800,0825809109,1,16100,1,44.8448769,-0.656358
269,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18144,15000,0559331638,1,16100,1,43.399259,-0.432582
270,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,22000,15200,0608559898,1,16100,1,44.8448769,-0.656358
271,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19390,0582848237,1,17700,0,44.880163,-0.523108
272,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19390,0582848237,1,17700,0,44.880163,-0.523108
273,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19390,0582848237,1,17700,0,44.880163,-0.523108
274,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19390,0582848237,1,17700,0,44.880163,-0.523108
275,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19490,0553684931,1,17700,0,44.1749628,0.6441101
276,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18990,0582848237,1,17700,0,44.880163,-0.523108
277,1.5 DCI 90 ENERGY ARIZONA ECO2,2013.0,38000,15500,,0,17100,1,45.037085,0.364299
278,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19490,0553684931,1,17700,0,44.1749628,0.6441101
279,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,11000,18290,0582848237,1,17700,0,44.880163,-0.523108
280,1.2 TCE 120 ZEN EDC,2013.0,9500,17500,0553668949,0,16000,0,44.2035321,0.6251541
281,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,20850,15990,0558055326,1,16000,1,43.759137,-0.574221
282,0.9 TCE 90 ENERGY ARIZONA ECO2,2013.0,17000,13490,0559049559,1,16100,1,43.2951,-0.370797
283,1.5 DCI 90 BUSINESS EDC,2013.0,14768,16990,0556120000,1,17600,1,44.8448769,-0.656358
284,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,23739,18590,0524449118,1,17700,0,43.893485,-0.499782
285,1.5 DCI 90 INTENS EDC,2014.0,10,19490,,1,17500,0,44.214076,0.484675
286,1.5 DCI 90 ZEN EDC,2013.0,11000,15900,0558977101,1,16200,1,43.751052,-0.748762
287,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,16157,18500,0531081450,1,17700,0,44.80583,-0.630386
288,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19990,,1,17700,0,44.8772685,-0.554149
289,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,14000,14990,,1,14200,0,43.439236,-1.590062
290,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,16000,17000,,0,17700,1,44.163863,-1.0328679
291,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,3140,17490,0531081574,1,15500,0,44.865164,-0.59944
292,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,21778,17490,0540017303,1,17700,1,43.492949,-1.474841
293,0.9 TCE 90 ENERGY ARIZONA ECO2,2014.0,12500,16500,,0,16100,0,44.635606,-1.0208759
294,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,3576,17795,0553636565,1,17700,0,44.853806,0.483392
295,0.9 TCE 90 ENERGY ARIZONA ECO2,2014.0,10,17290,,1,16100,0,43.439236,-1.590062
296,1.2 TCE 120 ZEN EDC,2013.0,8700,15900,,0,16000,1,44.80583,-0.630386
297,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,27000,16500,0553356415,1,17700,1,45.184029,0.7211149
298,1.5 DCI 90 BUSINESS EDC,2013.0,29383,16500,0531081450,1,17600,1,44.80583,-0.630386
299,1.5 DCI 90 BUSINESS EDC,2013.0,20750,16490,0531081576,1,17600,1,44.880163,-0.523108
300,0.9 TCE 90 ENERGY ARIZONA ECO2,2013.0,63000,14500,0669093874,1,16100,1,44.8448769,-0.656358
301,1.5 DCI 90 INTENS EDC,2013.0,21500,18290,,1,17500,0,44.3946602,-1.164218
302,1.5 DCI 90 INTENS EDC,2014.0,8900,19490,,1,17500,0,44.3946602,-1.164218
303,1.5 DCI 90 BUSINESS EDC,2014.0,13360,17200,,1,17600,1,45.015554,-0.379659
304,1.2 TCE 120 ZEN EDC,2014.0,18000,16590,,1,16000,0,43.368262,-0.620552
305,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19290,0556225600,1,17700,0,44.5628136,-1.1929114
306,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,4633,18490,0540017303,1,17700,0,43.492949,-1.474841
307,1.5 DCI 90 BUSINESS EDC,2014.0,19734,17595,0553636565,1,17600,1,44.853806,0.483392
308,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,17897,17490,0557525270,1,15500,0,44.5628136,-1.1929114
309,1.5 DCI 90 BUSINESS EDC,2014.0,20116,16800,0634905428,1,17600,1,45.196131,0.77911
310,1.2 TCE 120 ZEN EDC,2014.0,5,18990,,1,16000,0,43.724934,-1.051409
311,1.5 DCI 90 INTENS EDC,2013.0,28830,15990,0625496653,1,17500,1,43.637844,-1.420939
312,1.5 DCI 90 INTENS EDC,2014.0,10,18950,0556987750,1,17500,0,44.873167,-0.677914
313,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,12377,16890,0524449118,1,16000,0,43.893485,-0.499782
314,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,10541,15900,0531081450,1,16000,1,44.80583,-0.630386
315,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,20,18690,0557818910,1,17700,0,44.8350088,-0.587269
316,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16492,16990,0558784350,1,16100,0,44.35262,-1.0729979
317,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18990,0582848036,1,17700,0,43.708608,-1.051945
318,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,10,18950,0535372089,1,17700,0,43.492949,-1.474841
319,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,17400,17490,0556132965,1,16000,0,44.8448769,-0.656358
320,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,11470,16690,0556634469,1,16000,0,44.555419,-0.245126
321,1.5 DCI 90 BUSINESS EDC,2014.0,19070,16590,0556634469,1,17600,1,44.555419,-0.245126
322,1.2 TCE 120 ZEN EDC,2014.0,5496,16991,0531081576,1,16000,0,44.880163,-0.523108
323,1.5 DCI 90 BUSINESS EDC,2014.0,19459,16490,0524449901,1,17600,1,43.708608,-1.051945
324,1.5 DCI 90 BUSINESS EDC,2014.0,8650,17900,0547200024,1,17600,0,43.2951,-0.370797
325,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,4580,17890,0531081574,1,16000,0,44.865164,-0.59944
326,1.5 DCI 90 INTENS EDC,2014.0,17000,19400,,0,17500,0,44.844028,0.210809
327,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,13000,14200,0686415358,0,15500,1,43.359399,-1.766148
328,1.5 DCI 90 ENERGY ARIZONA ECO2,2014.0,19993,16795,0553636565,1,17100,1,44.853806,0.483392
329,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,7535,17990,0531081640,1,16000,0,44.7799813,-0.5672574
330,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,13500,16190,,0,16000,0,44.727859,-0.59709
331,1.2 TCE 120 ZEN EDC,2014.0,770,18590,0531081576,1,16000,0,44.880163,-0.523108
332,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10683,18500,0531081450,1,17700,0,44.80583,-0.630386
333,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,25997,16990,0559387915,1,17700,1,43.48756,-0.7739279
334,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,16768,16500,0531081450,1,16000,0,44.80583,-0.630386
335,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,50,18790,,1,16000,0,43.4669359,-1.415368
336,1.5 DCI 90 INTENS EDC,2014.0,1190,19500,0559028670,1,17500,0,43.2951,-0.370797
337,1.5 DCI 90 BUSINESS EDC,2013.0,24896,15500,0547200024,1,17600,1,43.2951,-0.370797
338,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,19500,18490,0524449901,1,17700,0,43.708608,-1.051945
339,1.5 DCI 90 BUSINESS EDC,2014.0,21000,17990,0524449901,1,17600,0,43.708608,-1.051945
340,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,18500,18490,0524449901,1,17700,0,43.708608,-1.051945
341,1.5 DCI 90 INTENS EDC,2014.0,6703,19800,0634905428,1,17500,0,45.196131,0.77911
342,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,14300,17490,,1,17700,1,44.743536,-1.102449
343,1.5 DCI 90 INTENS EDC,2014.0,1,18490,0676528245,1,17500,0,44.8448769,-0.656358
344,1.2 TCE 120 INTENS EDC,2013.0,16670,17500,0531081516,1,17800,1,43.194413,-0.605292
345,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,12839,17890,0531081574,1,17700,0,44.865164,-0.59944
346,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,22747,17890,0531081574,1,17700,0,44.865164,-0.59944
347,1.5 DCI 90 BUSINESS EDC,2014.0,20320,17300,0531081516,1,17600,1,43.194413,-0.605292
348,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,18193,17890,0531081574,1,17700,0,44.865164,-0.59944
349,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,14763,17590,0531081574,1,15500,0,44.865164,-0.59944
350,1.5 DCI 90 INTENS EDC,2014.0,20,18990,0682651460,1,17500,0,43.893485,-0.499782
351,1.2 TCE 120 ZEN EDC,2014.0,11000,17880,,1,16000,0,44.565289,-0.226334
352,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,14417,18500,0531081450,1,17700,0,44.80583,-0.630386
353,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,15640,18500,0531081450,1,17700,0,44.80583,-0.630386
354,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,18403,17891,0531081576,1,17700,0,44.880163,-0.523108
355,1.5 DCI 90 BUSINESS EDC,2014.0,9118,17390,0531081576,1,17600,1,44.880163,-0.523108
356,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,22849,15990,0547200024,1,16000,1,43.2951,-0.370797
357,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,7100,18000,,0,17700,0,44.916735,-0.4271
358,1.5 DCI 90 INTENS EDC,2013.0,7300,19700,,1,17500,0,44.730741,0.607473
359,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,15688,17400,0634905428,1,17700,1,45.196131,0.77911
360,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,6999,16990,0524449901,1,16000,0,43.708608,-1.051945
361,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,14082,17400,0634905428,1,17700,1,45.196131,0.77911
362,1.5 DCI 90 INTENS EDC,2014.0,10,19990,0558859191,1,17500,0,43.893485,-0.499782
363,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,25000,18000,,0,17700,0,45.515125,-1.123258
364,1.5 DCI 90 BUSINESS EDC,2014.0,9418,17790,0531081576,1,17600,0,44.880163,-0.523108
365,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,5,19990,0558784350,1,17700,0,44.35262,-1.0729979
366,1.5 DCI 90 INTENS EDC,2014.0,23,19290,0559598585,1,17500,0,43.492949,-1.474841
367,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,3023,19595,0553636565,1,17700,0,44.853806,0.483392
368,1.5 DCI 90 ENERGY ARIZONA ECO2,2014.0,1,18200,,1,17100,0,43.3584189,-0.0466559
369,1.5 DCI 90 ZEN EDC,2014.0,3900,17990,0556410095,1,16200,0,45.305814,-0.93519
370,1.5 DCI 90 INTENS EDC,2013.0,11270,17990,0559028670,1,17500,0,43.2951,-0.370797
371,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,12729,16800,0557244071,1,16000,0,44.912998,-0.243985
372,1.5 DCI 90 BUSINESS EDC,2013.0,20288,16590,0524449118,1,17600,1,43.893485,-0.499782
373,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,16950,0557818910,1,14200,0,44.8350088,-0.587269
374,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,15000,19500,,0,17700,0,45.121311,0.71385
375,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,18503,17395,0553636565,1,17700,1,44.853806,0.483392
376,1.5 DCI 90 BUSINESS EDC,2013.0,21881,15490,0531081576,1,17600,1,44.880163,-0.523108
377,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,26409,16900,0634905428,1,17700,1,45.196131,0.77911
378,1.5 DCI 90 ZEN EDC,2014.0,1550,18490,0540017303,1,16200,0,43.492949,-1.474841
379,1.5 DCI 90 INTENS EDC,2013.0,8000,16500,,0,17500,1,44.852067,-0.043008
380,1.5 DCI 90 BUSINESS EDC,2013.0,25230,16900,0553401774,1,17600,1,44.4082053,0.7072568
381,1.2 TCE 120 ZEN EDC,2013.0,18500,15990,0557818910,1,16000,1,44.8350088,-0.587269
382,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,11565,18290,0531081574,1,17700,0,44.865164,-0.59944
383,1.5 DCI 90 BUSINESS EDC,2013.0,21263,15990,0531081640,1,17600,1,44.7799813,-0.5672574
384,1.5 DCI 90 INTENS EDC,2014.0,13000,17800,0677287675,0,17500,0,44.2035321,0.6251541
385,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,17990,0611648631,1,17700,0,43.481402,-1.514699
386,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,6923,17500,0531081450,1,16000,0,44.80583,-0.630386
387,1.5 DCI 90 BUSINESS EDC,2013.0,24127,16500,0531081450,1,17600,1,44.80583,-0.630386
388,1.5 DCI 90 BUSINESS EDC,2013.0,23752,16500,0531081450,1,17600,1,44.80583,-0.630386
