,version,modelYear,km,price,phoneNumber,pro,argus,cheaperThanArgus,latitude,longitude
389,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,14351,18500,0531081450,1,17700,0,44.80583,-0.630386
390,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,37241,15900,0531081450,1,16000,1,44.80583,-0.630386
391,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,32020,14990,0625982919,1,16100,1,43.9591489,4.863831
392,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,6002,14800,0825809109,1,16100,1,43.5338335,5.509247
393,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10000,19300,0486802083,1,17700,0,43.458598,5.249703
394,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,14735,14800,0825809109,1,16100,1,43.6960355,7.2655896
395,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17560,14800,0825809109,1,16100,1,43.6877482,7.2113605
396,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18352,14800,0825809109,1,16100,1,43.107465,6.1314928
397,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17858,14800,0825809109,1,16100,1,43.6960355,7.2655896
398,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,11888,14800,0825809109,1,16100,1,43.6960355,7.2655896
399,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,13055,14800,0825809109,1,16100,1,43.300771,5.3821768
400,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17078,14800,0825809109,1,16100,1,43.4212739,5.218332
401,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16046,14800,0825809109,1,16100,1,43.107465,6.1314928
402,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,10773,14800,0825809109,1,16100,1,43.6960355,7.2655896
403,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,25313,13400,0686038342,1,16100,1,43.5338335,5.509247
404,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,20078,14500,0825809109,1,16100,1,43.4212739,5.218332
405,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,15948,14800,0675010042,1,16100,1,43.5338335,5.509247
406,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,10241,14800,0825809109,1,16100,1,43.4212739,5.218332
407,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17147,14800,0825809109,1,16100,1,43.6960355,7.2655896
408,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,20087,13900,0825809109,1,16100,1,43.4212739,5.218332
409,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,13268,14800,0825809109,1,16100,1,43.6960355,7.2655896
410,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,22466,13700,0825809109,1,16100,1,43.5338335,5.509247
411,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,11841,14800,0825809109,1,16100,1,43.300771,5.3821768
412,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,9545,14800,0825809109,1,16100,1,43.6960355,7.2655896
413,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16816,14800,0825809109,1,16100,1,43.5603151,7.0337141
414,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19206,14800,0825809109,1,16100,1,43.5338335,5.509247
415,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,15998,14800,0825809109,1,16100,1,43.107465,6.1314928
416,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,11200,14800,0825809109,1,16100,1,43.6877482,7.2113605
417,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19000,14800,0825809109,1,16100,1,43.1146883,5.9488975
418,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,15798,14800,0825809109,1,16100,1,43.8366045,5.0407814
419,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18155,14800,0825809109,1,16100,1,43.5603151,7.0337141
420,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17190,14800,0825809109,1,16100,1,43.6960355,7.2655896
421,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16357,14800,0825809109,1,16100,1,43.4212739,5.218332
422,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,13785,14800,0825809109,1,16100,1,43.6960355,7.2655896
423,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18990,0974915000,1,17700,0,43.588896,5.002136
424,1.5 DCI 90 INTENS EDC,2014.0,5,18990,0494197103,1,17500,0,43.435857,6.6317461
425,1.5 DCI 90 INTENS EDC,2013.0,14600,16900,,0,17500,1,43.102976,5.878219
426,1.5 DCI 90 ZEN EDC,,1,19990,0476523234,1,16200,0,43.5338335,5.509247
427,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19076,17490,0811708090,1,16100,0,43.5388336,5.4044268
428,1.5 DCI 90 BUSINESS EDC,2013.0,19327,15490,0490188023,1,17600,1,43.6017739,4.6243751
429,1.2 TCE 120 ZEN EDC,2013.0,13000,16990,,1,16000,0,43.3071618,5.4253757
430,1.2 TCE 120 INTENS EDC,2013.0,12020,16900,0658360606,1,17800,1,43.107465,6.1314928
431,1.5 DCI 90 ZEN EDC,2013.0,10,20200,0811708090,1,16200,0,43.5388336,5.4044268
432,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,16209,14990,0811708090,1,14200,0,43.9470042,4.8209596
433,1.5 DCI 90 INTENS EDC,2013.0,23000,17000,,0,17500,1,43.107465,6.1314928
434,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,16990,0422170093,1,14200,0,43.663739,7.14882
435,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,20990,0422170093,1,17700,0,43.663739,7.14882
436,1.5 DCI 90 ZEN EDC,2013.0,19500,15800,,1,16200,1,43.107465,6.1314928
437,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,9950,19500,,0,17700,0,43.1146883,5.9488975
438,1.2 TCE 120 ZEN EDC,2013.0,26000,15900,,0,16000,1,43.221502,5.634811
439,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,4363,19900,0422170107,1,17700,0,43.5603151,7.0337141
440,1.5 DCI 90 INTENS EDC,2014.0,5,18490,0494673050,1,17500,0,43.5377269,6.464993
441,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5026,17490,0422170093,1,16000,0,43.663739,7.14882
442,1.5 DCI 90 ZEN EDC,2014.0,9,19500,0422170181,1,16200,0,43.13824,5.9875844
443,1.5 DCI 90 INTENS EDC,2014.0,4689,19790,0608929780,1,17500,0,43.4212739,5.218332
444,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,17147,16890,0608929780,1,16000,0,43.4212739,5.218332
445,1.5 DCI 90 BUSINESS EDC,2014.0,19239,16990,0613920082,1,17600,1,43.458598,5.249703
446,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,3251,18800,0422170107,1,17700,0,43.5603151,7.0337141
447,1.5 DCI 90 ZEN EDC,2013.0,22000,16100,0615065363,0,16200,1,43.558086,5.251238
448,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,11,18900,0422170191,1,17700,0,43.2926781,5.5676425
449,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,23000,15900,,0,17700,1,44.428499,5.714984
450,1.5 DCI 90 ZEN EDC,2014.0,10891,18990,0628436660,1,16200,0,44.559638,6.079758
451,1.2 TCE 120 INTENS EDC,2013.0,16769,18400,0422170181,1,17800,0,43.13824,5.9875844
452,1.5 DCI 90 BUSINESS EDC,2013.0,25155,16200,0422170191,1,17600,1,43.2926781,5.5676425
453,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,6012,17600,0422170107,1,16000,0,43.5603151,7.0337141
454,1.5 DCI 90 BUSINESS EDC,2014.0,16527,16990,0422170093,1,17600,1,43.663739,7.14882
455,1.5 DCI 90 INTENS EDC,2014.0,5,18490,0494673050,1,17500,0,43.5377269,6.464993
456,1.2 TCE 120 INTENS EDC,2014.0,5,19590,0494197103,1,17800,0,43.435857,6.6317461
457,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,40849,14700,0422170199,1,16000,1,43.25424,5.3819969
458,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3985,17900,0422170107,1,16000,0,43.5603151,7.0337141
459,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3640,17900,0422170107,1,16000,0,43.5603151,7.0337141
460,1.2 TCE 120 INTENS EDC,2013.0,9954,17400,0492533452,1,17800,1,44.559638,6.079758
461,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,13576,17990,0608929780,1,17700,0,43.4212739,5.218332
462,1.5 DCI 90 BUSINESS EDC,2013.0,23259,16490,0490188023,1,17600,1,43.6017739,4.6243751
463,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,29632,15990,0628436660,1,16000,1,43.835744,5.790916
464,1.5 DCI 90 INTENS EDC,2013.0,28000,17990,,0,17500,0,43.898503,4.803017
465,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,9500,14990,0486877981,1,14200,0,43.9470042,4.8209596
466,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10000,18000,,0,17700,0,43.433152,6.737034
467,1.5 DCI 90 INTENS EDC,2014.0,10,19780,,1,17500,0,43.376874,5.605345
468,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,11900,16900,0624646507,1,16000,0,43.9470042,4.8209596
469,1.2 TCE 120 ZEN EDC,2014.0,1222,19900,0669509220,1,16000,0,43.433152,6.737034
470,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,300,19990,0625620029,1,17700,0,43.598546,5.4847245
471,1.5 DCI 90 ENERGY ARIZONA ECO2,2014.0,9548,16500,0640226880,1,17100,1,44.0555639,5.048722
472,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,19279,16990,0634239821,1,17700,1,44.280508,4.748966
473,1.5 DCI 90 BUSINESS EDC,2013.0,9739,16100,0634239821,1,17600,1,44.280508,4.748966
474,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,26808,16900,0422170107,1,17700,1,43.5603151,7.0337141
475,1.5 DCI 90 ENERGY ARIZONA ECO2,2013.0,29000,14900,,0,17100,1,43.452497,5.864004
476,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,10,16700,0607135149,1,15500,0,44.1380989,4.807511
477,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5219,17900,0422170107,1,16000,0,43.5603151,7.0337141
478,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,18670,16990,0490786363,1,16000,0,43.8366045,5.0407814
479,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,8210,17490,0422170093,1,16000,0,43.663739,7.14882
480,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5470,17900,0490421313,1,16000,0,43.640199,5.097022
481,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,4733,18300,0422170107,1,16000,0,43.5603151,7.0337141
482,1.5 DCI 90 ZEN EDC,2013.0,22900,15990,,1,16200,1,43.5388336,5.4044268
483,1.5 DCI 90 ENERGY S&S LIFE ECO2,2013.0,40860,15290,,1,14600,0,43.5990157,7.1036396
484,1.5 DCI 90 BUSINESS EDC,2014.0,18507,17490,0490786363,1,17600,1,43.8366045,5.0407814
485,1.5 DCI 90 BUSINESS EDC,2014.0,11852,17990,0490188023,1,17600,0,43.6017739,4.6243751
486,1.5 DCI 90 ZEN EDC,2014.0,10,18900,0664169951,1,16200,0,43.404811,5.053728
487,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,18637,18500,0490421313,1,17700,0,43.640199,5.097022
488,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19900,0486802083,1,17700,0,43.458598,5.249703
489,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18990,0608929780,1,17700,0,43.4212739,5.218332
490,1.5 DCI 90 INTENS EDC,2013.0,9800,15500,,0,17500,1,43.300771,5.3821768
491,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,17913,16200,,0,16100,0,43.173653,5.605155
492,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,4535,17800,0422170191,1,16000,0,43.2926781,5.5676425
493,1.5 DCI 90 INTENS EDC,2014.0,2400,20900,0442405353,1,17500,0,43.405449,4.985931
494,1.5 DCI 90 INTENS EDC,2014.0,4500,19200,0652694408,0,17500,0,43.429668,5.434833
495,1.5 DCI 90 INTENS EDC,2013.0,28000,14500,,0,17500,1,43.624076,6.694103
496,1.2 TCE 120 ZEN EDC,2013.0,7450,16500,0682177533,1,16000,0,43.102976,5.878219
497,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,41573,14990,0486877981,1,16000,1,43.9470042,4.8209596
498,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,1674,16990,0608929780,1,15500,0,43.4212739,5.218332
499,1.5 DCI 90 BUSINESS EDC,2013.0,20500,16990,0422170093,1,17600,1,43.663739,7.14882
500,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,24060,15900,0442949596,1,15500,0,43.4525982,5.4717363
501,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,24600,15790,0625982919,1,16100,1,43.9591489,4.863831
502,1.5 DCI 90 BUSINESS EDC,2013.0,21174,15900,0612103931,1,17600,1,44.1380989,4.807511
503,1.5 DCI 90 BUSINESS EDC,2013.0,19485,16800,0422170107,1,17600,1,43.5603151,7.0337141
504,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,29757,15490,0442952895,1,16000,1,43.5388336,5.4044268
505,1.5 DCI 90 ENERGY S&S LIFE ECO2,2014.0,18625,16990,,1,14600,0,43.5990157,7.1036396
506,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,19372,17490,0494370125,1,17700,1,43.40655,6.061187
507,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,3795,17400,0490351460,1,16000,0,44.383724,4.989187
508,1.5 DCI 90 ZEN EDC,2013.0,10000,17000,,0,16200,0,43.5388336,5.4044268
509,1.2 TCE 120 INTENS EDC,2013.0,28000,17500,,0,17800,1,43.550669,5.034508
510,1.5 DCI 90 BUSINESS EDC,2013.0,11003,17900,0422170181,1,17600,0,43.13824,5.9875844
511,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,13500,17990,0628436660,1,17700,0,43.835744,5.790916
512,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,8254,15990,0628436660,1,14200,0,43.835744,5.790916
513,1.5 DCI 90 BUSINESS EDC,2013.0,17904,17700,0422170181,1,17600,0,43.13824,5.9875844
514,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,13998,16490,0628436660,1,16000,0,43.835744,5.790916
515,1.5 DCI 90 INTENS EDC,2013.0,30000,16900,,0,17500,1,43.329229,6.045799
516,1.2 TCE 120 ZEN EDC,2014.0,16800,15850,,1,16000,1,43.6877482,7.2113605
517,1.5 DCI 90 INTENS EDC,2013.0,9600,17500,,0,17500,0,43.300771,5.3821768
518,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,11058,14990,0687808813,1,14200,0,43.5377269,6.464993
519,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,3895,14900,0422106388,1,14200,0,43.6023319,7.006491
520,1.2 TCE 120 ZEN EDC,2013.0,11225,15990,0669509220,1,16000,1,43.433152,6.737034
521,1.5 DCI 90 INTENS EDC,2013.0,40000,16000,,0,17500,1,43.746982,5.313601
522,1.2 TCE 120 ZEN EDC,2014.0,3962,16890,0608929780,1,16000,0,43.4212739,5.218332
523,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5109,18290,0422170107,1,16000,0,43.5603151,7.0337141
524,1.5 DCI 90 ZEN EDC,2014.0,10,16990,,1,16200,0,43.591912,5.126824
525,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,5541,17899,0422170107,1,16000,0,43.5603151,7.0337141
526,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,4994,13900,0489613187,1,14200,1,43.6877482,7.2113605
527,1.5 DCI 90 BUSINESS EDC,2014.0,7092,17900,0486877981,1,17600,0,43.9470042,4.8209596
528,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,11136,15990,0613920082,1,15500,0,43.458598,5.249703
529,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,5486,14990,0628436660,1,14200,0,43.835744,5.790916
530,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,18303,15990,0490188023,1,15500,0,43.6017739,4.6243751
531,1.2 TCE 120 ZEN EDC,2013.0,24500,14800,,0,16000,1,43.2731832,5.4306141
532,0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,2719,16490,0687808813,1,15500,0,43.5377269,6.464993
533,1.5 DCI 90 INTENS EDC,2014.0,10,18790,0494034780,1,17500,0,43.128777,6.017199
534,1.5 DCI 90 ZEN EDC,2014.0,3497,19490,0422170093,1,16200,0,43.663739,7.14882
535,1.5 DCI 90 BUSINESS EDC,2013.0,29361,16490,0422170107,1,17600,1,43.5603151,7.0337141
536,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,20598,17490,0811708090,1,16100,0,43.5388336,5.4044268
537,1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,18566,17890,0811708090,1,16000,0,43.5388336,5.4044268
538,0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,3333,15150,0811708090,1,14200,0,43.5388336,5.4044268
539,1.2 TCE 120 INTENS EDC,2014.0,10,19790,0811708090,1,17800,0,43.5388336,5.4044268
540,1.5 DCI 90 ZEN EDC,2013.0,10,20200,0811708090,1,16200,0,43.5388336,5.4044268
541,1.5 DCI 90 BUSINESS EDC,2014.0,8900,17990,0486877981,1,17600,0,43.9470042,4.8209596
542,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,13306,17990,0607135149,1,17700,0,44.1380989,4.807511
543,1.5 DCI 90 INTENS EDC,2013.0,17300,17300,,0,17500,1,43.4745483,4.9143239
544,1.5 DCI 90 INTENS EDC,2013.0,32000,16900,,0,17500,1,43.5377269,6.464993
545,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,25746,16990,0494370125,1,16100,0,43.40655,6.061187
546,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,5,19900,0683688779,1,17700,0,43.102976,5.878219
547,0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,16900,0490066262,1,14200,0,43.8366045,5.0407814
548,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,23143,16490,0628436660,1,16000,0,43.835744,5.790916
549,1.5 DCI 90 BUSINESS EDC,2013.0,19612,16900,0422170107,1,17600,1,43.5603151,7.0337141
550,1.5 DCI 90 BUSINESS EDC,2014.0,20394,16900,0490421313,1,17600,1,43.640199,5.097022
551,1.5 DCI 90 ZEN EDC,2014.0,2000,8500,,1,16200,1,43.835465,4.944566
552,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,12758,17490,0494370125,1,17700,1,43.40655,6.061187
553,1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,27000,15500,,0,16100,1,43.3753856,5.305023
554,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,7846,16000,,1,15500,0,43.128777,6.017199
555,1.5 DCI 90 BUSINESS EDC,2014.0,22786,16990,0422170093,1,17600,1,43.663739,7.14882
556,1.5 DCI 90 INTENS EDC,2014.0,10,22490,0651782729,1,17500,0,43.5603151,7.0337141
557,1.5 DCI 90 INTENS EDC,2014.0,7455,19790,0608929780,1,17500,0,43.4212739,5.218332
558,1.2 TCE 120 ZEN EDC,2014.0,1500,19950,,0,16000,0,43.806044,4.65752
559,1.2 TCE 120 ZEN EDC,2014.0,2500,19200,,0,16000,0,43.138042,6.368436
560,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,5,19900,0683688779,1,17700,0,43.102976,5.878219
561,1.5 DCI 90 ZEN EDC,2013.0,39748,3900,,1,16200,1,43.487871,5.23463
562,1.5 DCI 90 BUSINESS EDC,2014.0,8000,17500,,0,17600,1,43.576551,7.01902
563,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,21500,0490064814,1,17700,0,43.8366045,5.0407814
564,1.5 DCI 90 ZEN EDC,2014.0,9000,18000,,0,16200,0,43.2848916,5.4882679
565,1.5 DCI 90 BUSINESS EDC,2013.0,25000,14600,,0,17600,1,43.690787,5.908374
566,1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,10100,19900,,0,17700,0,43.3649321,5.4253757
567,1.5 DCI 90 INTENS EDC,2014.0,8500,16990,,1,17500,1,43.394509,6.3132339
568,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,173,21500,0620230666,1,17700,0,43.9280929,4.886974
569,1.2 TCE 120 INTENS EDC,2014.0,208,20500,,0,17800,0,43.6960355,7.2655896
570,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,2,19680,0699359964,1,17700,0,43.6877482,7.2113605
571,1.5 DCI 90 INTENS EDC,2013.0,27500,17450,,0,17500,1,43.694275,5.501843
572,1.2 TCE 120 ZEN EDC,2014.0,7000,18000,,0,16000,0,43.139901,5.847652
573,1.5 DCI 90 INTENS EDC,2014.0,10100,18500,,0,17500,0,43.206521,6.568811
574,1.5 DCI 90 BUSINESS EDC,2013.0,20710,16800,0422170191,1,17600,1,43.2926781,5.5676425
575,1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,4500,18900,,1,17700,0,43.606476,5.7565929
576,1.5 DCI 90 BUSINESS EDC,2013.0,27785,16200,0422170191,1,17600,1,43.2926781,5.5676425
577,1.5 DCI 90 INTENS EDC,2014.0,8,18990,0442053000,1,17500,0,43.4745483,4.9143239
578,1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,17233,16900,0422170181,1,16000,0,43.13824,5.9875844
579,1.5 DCI 90 INTENS EDC,2013.0,10700,19300,,0,17500,0,44.559638,6.079758
580,1.5 DCI 90 ENERGY ARIZONA ECO2,2014.0,20401,16900,0983671144,1,17100,1,43.451152,5.413875
581,0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,3200,18000,,0,15500,0,43.433152,6.737034
582,1.5 DCI 90 INTENS EDC,2014.0,292,19125,,1,17500,0,43.206521,6.568811
583,1.2 TCE 120 ZEN EDC,2013.0,10171,16790,0669509220,1,16000,0,43.433152,6.737034
