indx,City,Id,Kms,Lat,Lon,Model,PCode,Phone,Price,User,Year,Argus,cCher
97,Cavaillon,118,18507,43.8366045,5.0407814,Renault Captur dCi 90 Business EDC,84300,0490786363,17490,Pro,2014,17600.0,False
98,Arles,119,11852,43.676647,4.6277769,Renault Captur dCi 90 Energy Business,13200,0490188023,17990,Pro,2014,16100.0,True
99,Martigues,120,10,43.404811,5.053728,Plusieurs Renault Captur Dci 90 Intense GPS Neuf,13500,[],18900,Pro,2014,18300.0,True
100,Lançon-Provence,122,10,43.591912,5.126824,Captur dCi 90 Intens EDC Navi Europe - Pack Techno,13680,[],21890,Pro,2014,17500.0,True
101,Salon-de-Provence,123,18637,43.640199,5.097022,Renault Captur dCi 90 Energy S&S eco2 Intens,13300,0490421313,18500,Pro,2014,17700.0,True
102,Vitrolles,124,10,43.458598,5.249703,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,13127,0486802083,19900,Pro,2014,17700.0,True
103,Marignane,126,10,43.4212739,5.218332,Renault Captur dCi 90 Energy Intens S&S eco2,13700,0608929780,18990,Pro,2014,17700.0,True
104,La Ciotat,129,17913,43.173653,5.605155,Renault captur,13600,[],16200,Par,2013,16100.0,True
105,Aubagne,131,4535,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,13400,0422170191,17800,Pro,2014,16000.0,True
106,Port-de-Bouc,132,2400,43.405449,4.985931,Renault Captur dCi 90 Intens EDC eco²,13110,0442405353,20900,Pro,2014,17500.0,True
107,Simiane-Collongue,133,4500,43.429668,5.434833,Renault captur,13109,[],19200,Par,2014,16100.0,True
108,Fayence,134,28000,43.624076,6.694103,Renault captur,83440,[],14500,Par,2013,16100.0,False
109,La Seyne-sur-Mer,135,7450,43.102976,5.878219,Renault Captur TCe 120 Zen EDC,83500,0682177533,16500,Pro,2013,16000.0,True
110,Avignon,136,41573,43.949317,4.805528,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,84000,0486877981,14990,Pro,2013,16000.0,False
111,Marignane,138,1674,43.4212739,5.218332,Renault Captur TCe 90 Energy S&S eco2 Intens,13700,0608929780,16990,Pro,2014,15500.0,True
112,Cagnes-sur-Mer,139,20500,43.663739,7.14882,Renault Captur DCI 90 ENERGY BUSINESS,06800,0422170093,16990,Pro,2013,16100.0,True
113,Gardanne,140,24060,43.4525982,5.4717363,Renault Captur TCe 90 Energy Intens S&S eco2,13120,0442949596,15900,Pro,2013,15500.0,True
114,Le Pontet,141,24600,43.9591489,4.863831,Renault captur 1.5 dci 90 energy s&s business eco2,84130,0625982919,15790,Pro,2013,16100.0,False
115,Orange,142,21174,33.7877944,-117.8531119,Renault Captur BUSINESS dCi 90 Energy Business,84100,0612103931,15900,Pro,2013,16100.0,False
116,Cannes,143,19485,43.552847,7.017369,Renault Captur DCI 90 ENERGY BUSINESS,06400,0422170107,16800,Pro,2013,16100.0,True
117,Aix-en-Provence,144,29757,43.529742,5.447427,Renault Captur dCi 90 Energy Zen S&S eco²,13090,0442952895,15490,Pro,2013,16000.0,False
118,Antibes,145,18625,43.580418,7.125102,"RENAULT CAPTUR"" BUSINESS ENERGY DCi 90cv Eco2 """,06600,[],16990,Pro,2014,16100.0,True
119,Brignoles,146,19372,43.40655,6.061187,Renault Captur dCi 90 Energy Intens S&S eco²,83170,0494370125,17490,Pro,2013,17700.0,False
120,Valréas,147,3795,44.383724,4.989187,Renault Captur dCi 90 Energy Zen S&S eco²,84600,0490351460,17400,Pro,2013,16000.0,True
121,Aix-en-Provence,148,10000,43.529742,5.447427,Renault captur annee 2013,13090,[],17000,Par,2013,16100.0,True
122,Saint-Chamas,149,28000,43.550669,5.034508,Renault CAPTUR,13250,[],17500,Par,2013,16100.0,True
123,La Valette-du-Var,150,11003,43.13824,5.9875844,Renault Captur DCI 90 ENERGY BUSINESS,83160,0422170181,17900,Pro,2013,16100.0,True
124,Manosque,151,13500,43.835744,5.790916,Renault Captur dCi 90 Energy Intens S&S eco2,04100,0628436660,17990,Pro,2013,17700.0,True
125,La Valette-du-Var,153,17904,43.13824,5.9875844,Renault Captur DCI 90 ENERGY BUSINESS,83160,0422170181,17700,Pro,2013,16100.0,True
126,Manosque,155,14500,43.835744,5.790916,Renault Captur dCi 90 Energy S&S eco2 Zen,04100,0628436660,16490,Pro,2013,16000.0,True
127,Garéoult,156,30000,43.329229,6.045799,Renault Captur dCi 90 INTENS,83136,[],16900,Par,2013,17700.0,False
128,Draguignan,157,4250,43.5377269,6.464993,Captur 1.5l dci 90ch zen,83300,[],16990,Pro,2014,16000.0,True
129,Nice,158,16800,43.7101728,7.2619532,Renault captur 1.5 dci 90cv business 2014,06200,[],15850,Pro,2014,17600.0,False
130,Sainte-Maxime,160,16000,43.310184,6.640482,Captur intens cte 120,83120,[],17000,Par,2013,17800.0,False
131,Draguignan,162,11058,43.5377269,6.464993,Renault Captur TCe 90 Energy Zen S&S eco²,83300,0687808813,14990,Pro,2013,14200.0,True
132,Mougins,163,3895,43.6023319,7.006491,Renault Captur TCe 90 Energy Zen S&S eco²,06250,0422106388,14900,Pro,2013,14200.0,True
133,Fréjus,164,11225,43.433152,6.737034,Renault captur dci 90ch energy zen,83600,0669509220,15990,Pro,2013,16000.0,False
134,Lauris,165,40000,43.746982,5.313601,RENAULT CAPTUR INTENS DCI 90CV S&S Eco2,84360,[],16000,Par,2013,17700.0,False
135,Marignane,166,3962,43.4212739,5.218332,Renault Captur TCe 120 Zen EDC,13700,0608929780,16890,Pro,2014,16000.0,True
136,Cannes,167,5109,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,18290,Pro,2014,16000.0,True
137,Lançon-Provence,168,10,43.591912,5.126824,RENAULT CAPTUR LIFE + 1.5 DCI 90 ch à - 15%,13680,[],16990,Pro,2014,14600.0,True
138,Cannes,169,5541,43.552847,7.017369,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,06400,0422170107,17899,Pro,2014,16000.0,True
139,Nice,170,4994,43.7101728,7.2619532,Renault Captur TCe 90 Energy Zen S&S eco2,06200,0489613187,13900,Pro,2014,14200.0,False
140,Avignon,171,7092,43.949317,4.805528,Renault Captur DCI 90 ENERGY BUSINESS,84000,0486877981,17900,Pro,2014,16100.0,True
141,Vitrolles,172,11136,43.458598,5.249703,Renault Captur TCe 90 Energy S&S eco2 Intens,13127,0613920082,15990,Pro,2014,15500.0,True
142,Manosque,173,5486,43.835744,5.790916,Renault Captur TCe 90 Energy S&S eco2 Zen,04100,0628436660,14990,Pro,2013,14200.0,True
143,Arles,174,18303,43.676647,4.6277769,Renault Captur TCe 90 Energy Intens S&S eco2,13200,0490188023,15990,Pro,2014,15500.0,True
144,Draguignan,176,2719,43.5377269,6.464993,Renault Captur TCe 90 Energy Intens S&S eco²,83300,0687808813,16490,Pro,2014,15500.0,True
145,La Garde,177,10,43.128777,6.017199,Renault captur dci 90 energy intens,83130,[],18790,Pro,2014,17700.0,True
146,Cagnes-sur-Mer,178,3497,43.663739,7.14882,Renault Captur DCI 90 ZEN EDC,06800,0422170093,19490,Pro,2014,16200.0,True
147,Le Puy-Sainte-Réparade,179,20400,43.66283,5.435206,CAPTURE INTENS tce 120,13610,[],17800,Par,2013,17800.0,False
148,Cannes,180,29361,43.552847,7.017369,Renault Captur DCI 90 ENERGY BUSINESS,06400,0422170107,16490,Pro,2013,16100.0,True
149,Aix-en-Provence,181,20598,43.529742,5.447427,Renault Captur dCi 90 Energy Business S&S eco²,13090,0811708090,17490,Pro,2014,16100.0,True
150,Aix-en-Provence,182,18566,43.529742,5.447427,Renault Captur dCi 90 Energy Zen S&S eco²,13090,0811708090,17890,Pro,2014,16000.0,True
151,Aix-en-Provence,183,3333,43.529742,5.447427,Renault Captur TCe 90 Energy Zen S&S eco²,13090,0811708090,15150,Pro,2013,14200.0,True
152,Aix-en-Provence,184,10,43.529742,5.447427,Renault Captur TCe 120 Intens EDC,13090,0811708090,19790,Pro,2014,17800.0,True
153,Aix-en-Provence,185,10,43.529742,5.447427,Renault Captur ZEN Energy dCi 90 éco2,13090,0811708090,20200,Pro,2013,16000.0,True
154,Avignon,186,8900,43.949317,4.805528,Renault Captur DCI 90 ENERGY BUSINESS,84000,0486877981,17990,Pro,2014,16100.0,True
155,Orange,187,13306,33.7877944,-117.8531119,Renault Captur dCi 90 Energy S&S eco2 Intens,84100,0607135149,17990,Pro,2014,17700.0,True
156,Fos-sur-Mer,188,17300,43.437882,4.945711,Renault Captur Intens energy Dci90 Eco2 Pack Techn,13270,[],17300,Par,2013,15500.0,True
157,Draguignan,189,32000,43.5377269,6.464993,Renault captur intens dci 90,83300,[],16900,Par,2013,17700.0,False
158,Brignoles,190,25746,43.40655,6.061187,Renault Captur dCi 90 Energy Business S&S eco²,83170,0494370125,16990,Pro,2013,16100.0,True
159,La Seyne-sur-Mer,191,5,43.102976,5.878219,Renault Captur dCi 90 Energy S&S eco2 Intens,83500,0683688779,19900,Pro,2014,17700.0,True
160,Manosque,193,23143,43.835744,5.790916,Renault Captur dCi 90 Energy Zen S&S eco2,04100,0628436660,16490,Pro,2013,16000.0,True
161,Cannes,194,19612,43.552847,7.017369,Renault Captur DCI 90 ENERGY BUSINESS,06400,0422170107,16900,Pro,2013,16100.0,True
162,Salon-de-Provence,195,20394,43.640199,5.097022,Renault Captur dCi 90 Energy Business,13300,0490421313,16900,Pro,2014,16100.0,True
163,Marseille,197,6500,43.296482,5.36978,Captur intens dci 90,13015,[],19500,Par,2014,17700.0,True
164,Saint-Andiol,198,2000,43.835465,4.944566,Renault captur 1.5 dci 90 zen energy procedure ve,13670,[],8500,Pro,2014,16000.0,False
165,Brignoles,199,12758,43.40655,6.061187,Renault Captur dCi 90 Energy Intens S&S eco²,83170,0494370125,17490,Pro,2014,17700.0,False
166,La Garde,201,7846,43.128777,6.017199,RENAULT CAPTUR 0.9 TCE 90 ENERGY S&S INTENS Ivoire,83130,[],16000,Pro,2013,15500.0,True
167,Cagnes-sur-Mer,202,22786,43.663739,7.14882,Renault Captur DCI 90 ENERGY BUSINESS,06800,0422170093,16990,Pro,2014,16100.0,True
168,Cannes,203,10,43.552847,7.017369,RENAULT CAPTUR NEUF ROUGE DCI 90 INTENS BVM5 Full,06400,[],22490,Pro,2014,17700.0,True
169,Marignane,204,7455,43.4212739,5.218332,Renault Captur dCi 90 Intens EDC,13700,0608929780,19790,Pro,2014,17500.0,True
170,Tarascon,205,1500,43.806044,4.65752,Renault captur dci 90 cv energy intens s&s gps,13150,[],19950,Par,2014,17700.0,True
171,Simiane-Collongue,207,6000,43.429668,5.434833,CAPTUR Intens Energie dCi 90 eco2 /Juin 2014,13109,[],18700,Par,2014,17700.0,True
172,Le Lavandou,208,2500,43.138042,6.368436,CAPTUR Renault INTENS DIESEL neuf,83980,[],19200,Par,2014,15500.0,True
173,La Seyne-sur-Mer,209,5,43.102976,5.878219,Renault Captur dCi 90 Energy S&S eco2 Intens,83500,0683688779,19900,Pro,2014,17700.0,True
174,Rognac,210,39748,43.487871,5.23463,Renault captur dci 2013 accidente,13340,[],3900,Pro,2013,18300.0,False
175,Le Cannet,211,8000,43.576551,7.01902,Renault Captur 8000 kms Dci 90 Energy Business 5p,06110,[],17500,Par,2014,16100.0,True
176,Cavaillon,212,10,43.8366045,5.0407814,Renault Captur dCi 90 Energy Intens S&S eco²,84300,0490064814,21500,Pro,2014,17700.0,True
177,Saint-Julien,214,25000,46.144516,6.081338,Renault Captur Business,83560,[],14600,Par,2013,17600.0,False
178,Marseille,215,10100,43.296482,5.36978,Personnel Renault cède CAPTUR INTENS ENERGY DCI 90,13013,[],19900,Par,2013,17700.0,True
179,Le Luc,216,8500,43.394509,6.3132339,Renault captur 1.5 dci intens 90cv 2014 16990 €,83340,0619024715,16990,Pro,2014,17700.0,False
180,Montfavet,217,173,43.9280929,4.886974,Renault Captur dCi 90 Energy Intens S&S eco²,84140,0620230666,21500,Pro,2014,17700.0,True
181,Aubagne,218,8000,43.2926781,5.5676425,CAPTUR INTENS ÉNERGY TCe 90 cv haut de gamme,13400,[],16500,Par,2013,15500.0,True
182,Nice,219,208,43.7101728,7.2619532,Renault captur intense neuve,06000,[],20500,Par,2014,16100.0,True
183,Eguilles,220,4171,43.5686589,5.354234,Captur peu kilometres 2013,13510,[],19729,Par,2013,16100.0,True
184,Saint-Zacharie,221,10,43.385168,5.706584,Arrivage captur 10kms,83640,[],16600,Pro,2014,16100.0,True
185,Nice,222,2,43.7101728,7.2619532,Renault Captur - dCi 90 Energy Intens S&S CAMERA,06200,[],19680,Pro,2014,17700.0,True
186,Pertuis,223,27500,43.694275,5.501843,Renault Captur 90 DCI INTENS FULL OPTIONS,84120,[],17450,Par,2013,17700.0,False
187,La Croix-Valmer,225,10100,43.206521,6.568811,Renault captur 90 dci intens pack techno,83420,[],18500,Par,2014,17700.0,True
188,Aubagne,226,20710,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY BUSINESS,13400,0422170191,16800,Pro,2013,16100.0,True
189,Rians,227,4500,43.606476,5.7565929,Renault captur 90 dci Intens,83560,[],18900,Pro,2014,17700.0,True
190,Aubagne,228,27785,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY BUSINESS,13400,0422170191,16200,Pro,2013,16100.0,True
191,Fos-sur-Mer,229,8,43.437882,4.945711,Renault Captur 1.5 DCI 90 INTENS,13270,0442053000,18990,Pro,2014,17700.0,True
192,La Valette-du-Var,230,17233,43.13824,5.9875844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,83160,0422170181,16900,Pro,2013,16000.0,True
193,Gap,231,10700,44.559638,6.079758,Renault captur dci 90 cv intens eco²,05000,[],19300,Par,2013,17700.0,True
194,Bouc-Bel-Air,232,20401,43.451152,5.413875,Renault Captur ENERGY dCi 90 Luxe,13320,[],16900,Pro,2014,17100.0,False
195,Fréjus,233,3200,43.433152,6.737034,Captur turbo essence collaborateur Renault,83600,[],18000,Par,2013,16100.0,True
196,Fréjus,235,10171,43.433152,6.737034,Renault captur dci 90ch energy business,83600,0669509220,16790,Pro,2013,16100.0,True
