indx,City,Kms,Lat,Lon,Model,PCode,Phone,Price,User,Year,Argus,cCher
442,Eguilles,4171,43.5686589,5.354234,Captur peu kilometres 2013,13510,[],19729,Par,2013,16100.0,True
443,Saint-Zacharie,10,43.385168,5.706584,Arrivage captur 10kms,83640,[],16600,Pro,2014,16100.0,True
444,Nice,2,43.7101728,7.2619532,Renault Captur - dCi 90 Energy Intens S&S CAMERA,06200,[],19680,Pro,2014,17700.0,True
445,Pertuis,27500,43.694275,5.501843,Renault Captur 90 DCI INTENS FULL OPTIONS,84120,[],17450,Par,2013,17700.0,False
446,La Croix-Valmer,10100,43.206521,6.568811,Renault captur 90 dci intens pack techno,83420,[],18500,Par,2014,17700.0,True
447,Aubagne,20710,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY BUSINESS,13400,0422170191,16800,Pro,2013,16100.0,True
448,Rians,4500,43.606476,5.7565929,Renault captur 90 dci Intens,83560,[],18900,Pro,2014,17700.0,True
449,Aubagne,27785,43.2926781,5.5676425,Renault Captur DCI 90 ENERGY BUSINESS,13400,0422170191,16200,Pro,2013,16100.0,True
450,Fos-sur-Mer,8,43.437882,4.945711,Renault Captur 1.5 DCI 90 INTENS,13270,0442053000,18990,Pro,2014,17700.0,True
451,La Valette-du-Var,17233,43.13824,5.9875844,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,83160,0422170181,16900,Pro,2013,16000.0,True
452,Gap,10700,44.559638,6.079758,Renault captur dci 90 cv intens eco²,05000,[],19300,Par,2013,17700.0,True
453,Bouc-Bel-Air,20401,43.451152,5.413875,Renault Captur ENERGY dCi 90 Luxe,13320,[],16900,Pro,2014,17100.0,False
454,Fréjus,3200,43.433152,6.737034,Captur turbo essence collaborateur Renault,83600,[],18000,Par,2013,16100.0,True
455,Fréjus,10171,43.433152,6.737034,Renault captur dci 90ch energy business,83600,0669509220,16790,Pro,2013,16100.0,True
456,Saint-Paul-lès-Dax,5,43.724934,-1.051409,Renault captur dci 90 intens + options 2014 5 km,40990,[],18990,Pro,2014,17700.0,True
457,Tresses,10,44.847789,-0.46405,CAPTUR 1.5 dci intens neuf plusieurs coloris,33370,[],18690,Pro,2014,17700.0,True
458,Bidart,10,43.439236,-1.590062,RENAULT captur 1.5 dci 90cv intense neuve,64210,[],17900,Pro,2014,18300.0,False
459,Bergerac,19993,44.853806,0.483392,RENAULT CAPTUR dCi 90 Energy Business,24100,[],16795,Pro,2014,16100.0,True
460,Bergerac,21048,44.853806,0.483392,Renault Captur dCi 90 Intens EDC,24100,0553636565,16995,Pro,2013,17500.0,False
461,Mérignac,11000,44.8448769,-0.656358,Renault Captur dCi 90 Intens GARANTIE,33700,0557215831,20490,Pro,2013,17700.0,True
462,Bergerac,17084,44.853806,0.483392,Renault Captur dCi 90 Energy S&S eco2 Intens,24100,0553636565,17595,Pro,2014,17700.0,False
463,Mérignac,24353,44.8448769,-0.656358,Renault Captur dCi 90 Energy Business S&S eco²,33700,0825809109,14500,Pro,2014,16100.0,False
464,Mérignac,18013,44.8448769,-0.656358,Renault Captur dCi 90 Energy Business S&S eco²,33700,0698288701,15000,Pro,2014,16100.0,False
465,Mérignac,19520,44.8448769,-0.656358,Renault Captur dCi 90 Energy Business S&S eco²,33700,0825809109,14800,Pro,2014,16100.0,False
466,Uzein,18144,43.399259,-0.432582,Renault Captur dCi 90 Energy Business S&S eco²,64230,0559331638,15000,Pro,2014,16100.0,False
467,Mérignac,22000,44.8448769,-0.656358,Renault Captur dCi 90 Energy Business S&S eco²,33700,0608559898,15200,Pro,2014,16100.0,False
468,Lormont,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,19390,Pro,2014,17700.0,True
469,Lormont,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,19390,Pro,2014,17700.0,True
470,Lormont,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,19390,Pro,2014,17700.0,True
471,Lormont,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,2539912299,19390,Pro,2014,17700.0,True
472,Urrugne,12000,43.362402,-1.700075,Captur TCe 90 Energy Zen,64122,[],13700,Par,2013,14200.0,False
473,Boé,10,44.159599,0.628594,Renault Captur dCi 90 Energy Intens S&S eco²,47550,2777510380,19490,Pro,2014,17700.0,True
474,Lormont,10,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,18990,Pro,2014,17700.0,True
475,Mussidan,38000,45.037085,0.364299,Renault captur dci 90ch état neuf,24400,[],15500,Par,2013,18300.0,False
476,Boé,10,44.159599,0.628594,Renault Captur dCi 90 Energy Intens S&S eco²,47550,2777417612,19490,Pro,2014,17700.0,True
477,Lormont,11000,44.880163,-0.523108,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33310,0582848237,18290,Pro,2014,17700.0,True
478,Agen,9500,44.203142,0.616363,RENAULT CAPTUR Intens Energy dCi 90 eco2,47000,[],17500,Par,2013,17700.0,False
479,Saint-Sever,20850,43.759137,-0.574221,Renault Captur DCI 90 ENERGY ZEN S&S ECO²,40500,0558055326,15990,Pro,2014,16000.0,False
480,Pau,17000,43.2951,-0.370797,Renault Captur TCe 90ch ZEN 17000 km,64000,6400000000,13490,Pro,2013,14200.0,False
481,Mérignac,14768,44.8448769,-0.656358,Renault Captur DCI 90 BUSINESS ECO²,33700,0556120000,16990,Pro,2013,17600.0,False
482,Mont-de-Marsan,23739,43.893485,-0.499782,Renault Captur dCi 90 Energy S&S eco2 Intens,40000,0524449118,18590,Pro,2014,17700.0,True
483,Sérignac-sur-Garonne,10,44.214076,0.484675,Renault captur dci intens en stock,47310,[],19490,Pro,2014,17700.0,True
484,Mugron,11000,43.751052,-0.748762,Renault captur,40250,[],15900,Pro,2013,16100.0,False
485,Pessac,16157,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
486,Bordeaux,10,44.837789,-0.57918,Renault captur 1.5 dci 90 energy s&s intens eco2,33300,[],19990,Pro,2014,17700.0,True
487,Bidart,14000,43.439236,-1.590062,Renault captur 0.9 tce 90cv ZEN,64210,[],14990,Pro,2013,14200.0,True
488,Escource,16000,44.163863,-1.0328679,Renault captur,40210,[],17000,Par,2014,16100.0,True
489,Le Bouscat,3140,44.865164,-0.59944,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17490,Pro,2014,15500.0,True
490,Bayonne,21778,43.492949,-1.474841,Renault Captur dCi 90 Energy S&S eco2 Intens,64100,0540017303,17490,Pro,2013,17700.0,False
491,Latresne,19000,44.7864205,-0.498324,Captur intens * dci - 90 cv * année 2014,33360,[],16990,Pro,2014,17700.0,False
492,Eysines,9206,44.885793,-0.648815,Captur intens tce 120 edc 9206 kms,33320,[],17490,Pro,2014,17800.0,False
493,Le Teich,12500,44.635606,-1.0208759,Renault captur essence,33470,[],16500,Par,2014,16100.0,True
494,Bergerac,3576,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,17795,Pro,2014,17700.0,True
495,Bidart,10,43.439236,-1.590062,Renault captur intens s&s 0.9 tce 90cv neuf,64210,[],17290,Pro,2014,15500.0,True
496,Pessac,8700,44.80583,-0.630386,Renault Captur Intense 90 essence,33600,[],15900,Par,2013,16100.0,False
497,Périgueux,27000,45.184029,0.7211149,Affaire du mois renault captur,24000,[],16500,Pro,2013,16100.0,True
498,Pessac,29383,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
499,Lormont,20750,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,16490,Pro,2013,16100.0,True
500,Mérignac,63000,44.8448769,-0.656358,Renault Captur,33700,0669093874,14500,Pro,2013,16100.0,False
501,Biscarrosse,21500,44.3946602,-1.164218,Renault Captur Intens Energy dCi 90 eco²,40600,[],18290,Pro,2013,17700.0,True
502,Biscarrosse,8900,44.3946602,-1.164218,Renault Captur Intens dCi 90 EDC eco²,40600,[],19490,Pro,2014,17500.0,True
503,Salignac,13360,45.015554,-0.379659,Renault captur energy business gps 13360 kms,33240,[],17200,Pro,2014,16100.0,True
504,Mourenx,18000,43.368262,-0.620552,Renault captur 1.5 dci 90 energy s&s business eco2,64150,[],16590,Pro,2014,16100.0,True
505,La Teste-de-Buch,10,44.631077,-1.148224,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,33260,2453818836,19290,Pro,2014,17700.0,True
506,Bayonne,4633,43.492949,-1.474841,Renault Captur dCi 90 Energy S&S eco2 Intens,64100,0540017303,18490,Pro,2014,17700.0,True
507,Bergerac,19734,44.853806,0.483392,Renault Captur dCi 90 Business EDC,24100,0553636565,17595,Pro,2014,17600.0,False
508,La Teste-de-Buch,17897,44.631077,-1.148224,Renault Captur TCe 90 Intens,33260,0557525270,17490,Pro,2014,15500.0,True
509,Trélissac,20116,45.196131,0.77911,Renault Captur dCi 90 Energy Business,24750,0634905428,16800,Pro,2014,16100.0,True
510,Capbreton,28830,43.637844,-1.420939,Renault captur intens energy dci 90 ch,40130,[],15990,Pro,2013,17700.0,False
511,Le Haillan,10,44.873167,-0.677914,RENAULT CAPTUR DCI 90 cv INTENS ECO² NEUF,33185,[],18950,Pro,2014,17700.0,True
512,Mont-de-Marsan,12377,43.893485,-0.499782,Renault Captur dCi 90 Energy S&S eco2 Zen,40000,0524449118,16890,Pro,2014,16000.0,True
513,Pessac,10541,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,15900,Pro,2013,16000.0,False
514,Parentis-en-Born,16492,44.35262,-1.0729979,Renault Captur DCI 90 ENERGY BUSINESS S&S ECO²,40160,0558784350,16990,Pro,2014,16100.0,True
515,Dax,10,43.708608,-1.051945,Renault Captur dCi 90 Energy Intens S&S eco²,40100,0582848036,18990,Pro,2014,17700.0,True
516,Bayonne,10,43.492949,-1.474841,Renault Captur dCi 90 Energy Intens S&S eco²,64100,0535372089,18950,Pro,2013,17700.0,True
517,Mérignac,17400,44.8448769,-0.656358,Renault Captur dCi 90 Energy Zen S&S eco²,33700,0556132965,17490,Pro,2014,16000.0,True
518,Langon,11470,44.555419,-0.245126,Renault Captur dCi 90 Energy Zen S&S eco2,33210,0556634469,16690,Pro,2014,16000.0,True
519,Lormont,5496,44.880163,-0.523108,Renault Captur TCE 120 ZEN EDC,33310,0531081576,16991,Pro,2014,16000.0,True
520,Dax,19459,43.708608,-1.051945,Renault Captur dCi 90 Energy Business,40100,0524449901,16490,Pro,2014,16100.0,True
521,Pau,8650,43.2951,-0.370797,Renault Captur dCi 90 Energy Business,64000,0547200024,17900,Pro,2014,16100.0,True
522,Le Bouscat,4580,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33110,0531081574,17890,Pro,2014,16000.0,True
523,Port-Sainte-Foy-et-Ponchapt,17000,44.844028,0.210809,Renault CAPTUR dCi 90 energy surequipé pack techno,33220,[],19400,Par,2014,17100.0,True
524,Hendaye,13000,43.359399,-1.766148,Renault captur intense Tce 90cv 2013,64700,0686415358,14200,Par,2013,16100.0,False
525,Bergerac,19993,44.853806,0.483392,Renault Captur dCi 90 Energy Business,24100,0553636565,16795,Pro,2014,16100.0,True
526,Villenave-d'Ornon,7535,44.7799813,-0.5672574,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33140,0531081640,17990,Pro,2014,16000.0,True
527,Léognan,13500,44.727859,-0.59709,Renault Captur Zen Energy dci,33850,[],16190,Par,2013,16000.0,True
528,Lormont,770,44.880163,-0.523108,Renault Captur TCE 120 ZEN EDC,33310,0531081576,18590,Pro,2014,16000.0,True
529,Pessac,10683,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
530,Orthez,25997,43.48756,-0.7739279,Renault Captur dCi 90 Energy Intens S&S eco²,64300,0559387915,16990,Pro,2013,17700.0,False
531,Pessac,16768,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,16500,Pro,2014,16000.0,True
532,Mouguerre,50,43.4669359,-1.415368,Renault Captur dCi 90 Energy Zen S&S eco2,64990,[],18790,Pro,2014,16000.0,True
533,Pau,1190,43.2951,-0.370797,Renault Captur INTENS 1.5 DCI 90 ENERGY,64000,0559028670,19500,Pro,2014,17700.0,True
534,Pau,24896,43.2951,-0.370797,Renault Captur dCi 90 Energy Business,64000,0547200024,15500,Pro,2013,16100.0,False
535,Dax,19500,43.708608,-1.051945,Renault Captur dCi 90 Energy S&S eco2 Intens,40100,0524449901,18490,Pro,2014,17700.0,True
536,Dax,21000,43.708608,-1.051945,Renault Captur dCi 90 Energy Business,40100,0524449901,17990,Pro,2014,16100.0,True
537,Dax,18500,43.708608,-1.051945,Renault Captur dCi 90 Energy S&S eco2 Intens,40100,0524449901,18490,Pro,2014,17700.0,True
538,Trélissac,6703,45.196131,0.77911,Renault Captur dCi 90 Intens EDC,24750,0634905428,19800,Pro,2014,17500.0,True
539,Mérignac,1,44.8448769,-0.656358,Renault Captur DCi 90 Intens+Camera NEUF -18%STOCK,33700,[],18490,Pro,2014,18300.0,True
540,Oloron-Sainte-Marie,16670,43.194413,-0.605292,Renault Captur TCe 120 Intens EDC,64400,0531081516,17500,Pro,2013,17800.0,False
541,Le Bouscat,12839,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
542,Le Bouscat,22747,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
543,Oloron-Sainte-Marie,20320,43.194413,-0.605292,Renault Captur dCi 90 Energy Business,64400,0531081516,17300,Pro,2014,16100.0,True
544,Le Bouscat,18193,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17890,Pro,2014,17700.0,True
545,Le Bouscat,14763,44.865164,-0.59944,Renault Captur TCE 90 ENERGY S&S ECO2 INTENS,33110,0531081574,17590,Pro,2014,15500.0,True
546,Mont-de-Marsan,20,43.893485,-0.499782,Renault Captur DCI 90 cv Energy Intens Stop&Start,40000,[],18990,Pro,2014,17700.0,True
547,Saint-Macaire,11000,44.565289,-0.226334,RENAULT CAPTUR DCI 90 Energie Intens,33490,[],17880,Pro,2014,17700.0,True
548,Pessac,14417,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
549,Pessac,15640,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
550,Lormont,18403,44.880163,-0.523108,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33310,0531081576,17891,Pro,2014,17700.0,True
551,Lormont,9118,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,17390,Pro,2014,16100.0,True
552,Pau,22849,43.2951,-0.370797,Renault Captur dCi 90 Energy Zen S&S eco2,64000,0547200024,15990,Pro,2013,16000.0,False
553,Saint-Loubès,7100,44.916735,-0.4271,Renault captur,33450,[],18000,Par,2014,16100.0,True
554,Issigeac,7300,44.730741,0.607473,Renault Captur Intens DCI 90 EDC eco2 18% remise,24560,[],19700,Pro,2013,18300.0,True
555,Saint-Jean-de-Luz,23600,43.388051,-1.663055,Captur Business Energy dCi 90 eco² - 23600 Kms -,64500,[],16500,Pro,2014,16100.0,True
556,Trélissac,15688,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,17400,Pro,2014,17700.0,False
557,Dax,6999,43.708608,-1.051945,Renault Captur dCi 90 Energy Zen S&S eco2,40100,0524449901,16990,Pro,2014,16000.0,True
558,Trélissac,14082,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,17400,Pro,2014,17700.0,False
559,Mont-de-Marsan,10,43.893485,-0.499782,Renault Captur 1.5 DCI 90 ENERGY INTENS PK TECHNO,40000,0558859191,19990,Pro,2014,17700.0,True
560,Soulac-sur-Mer,25000,45.515125,-1.123258,Renault Captur,33780,[],18000,Par,2013,16100.0,True
561,Lormont,9418,44.880163,-0.523108,Renault Captur DCI 90 ENERGY BUSINESS,33310,0531081576,17790,Pro,2014,16100.0,True
562,Parentis-en-Born,5,44.35262,-1.0729979,Renault Captur DCI 90 ENERGY INTENS S&S ECO²,40160,0558784350,19990,Pro,2014,17700.0,True
563,Bergerac,19960,44.853806,0.483392,Captur Business Energy dCi 90 eco²,24100,[],16795,Pro,2013,16100.0,True
564,Saint-Martin-de-Seignanx,1500,43.544854,-1.386248,CAPTUR INTENS dCi 90 FAP,40390,0559563596,19500,Pro,2014,17700.0,True
565,Bayonne,61,43.492949,-1.474841,Captur intens dci 90,64100,[],19520,Pro,2014,17700.0,True
566,Bayonne,23,43.492949,-1.474841,Renault Captur dci 90 intens,64100,[],19290,Pro,2014,17700.0,True
567,Bergerac,3023,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,19595,Pro,2014,17700.0,True
568,64460,1,43.3584189,-0.0466559,Renault Captur,[],[],18200,Pro,2014,16100.0,True
569,Lesparre-Médoc,3900,45.305814,-0.93519,Renault Captur ZEN DCI 90,33340,0556410095,17990,Pro,2014,16000.0,True
570,Pau,11270,43.2951,-0.370797,Renault Captur INTENS 1.5 DCI 90 ENERGY,64000,0559028670,17990,Pro,2013,17700.0,True
571,Libourne,12729,44.912998,-0.243985,Renault Captur Dci 90 energy zen s&s eco2,33500,0557244071,16800,Pro,2013,16000.0,True
572,Saint-Vincent-de-Paul,5404,44.9560869,-0.469539,Captur dci 90 intens,40990,[],18990,Pro,2014,17700.0,True
573,Saint-Jean-de-Luz,10,43.388051,-1.663055,Captur INTENS Energy dCi 90 - 0 Kms-,64500,[],19500,Pro,2014,17700.0,True
574,Mont-de-Marsan,20288,43.893485,-0.499782,Renault Captur dCi 90 Energy Business,40000,0524449118,16590,Pro,2013,16100.0,True
575,Bordeaux,10,44.837789,-0.57918,Renault Captur TCe 90 Energy S&S eco2 Zen,33000,0557818910,16950,Pro,2014,14200.0,True
576,Notre-Dame-de-Sanilhac,15000,45.121311,0.71385,Renault captur,24660,[],19500,Par,2014,16100.0,True
577,Bergerac,18503,44.853806,0.483392,Renault Captur dCi 90 Energy Intens S&S eco2,24100,0553636565,17395,Pro,2014,17700.0,False
578,Trélissac,26409,45.196131,0.77911,Renault Captur dCi 90 Energy Intens S&S eco2,24750,0634905428,16900,Pro,2013,17700.0,False
579,Bayonne,1550,43.492949,-1.474841,Renault Captur dCi 90 Zen EDC,64100,0540017303,18490,Pro,2014,16200.0,True
580,Castillon-la-Bataille,8000,44.852067,-0.043008,Renault Captur,33350,[],16500,Par,2013,16100.0,True
581,Villeneuve-sur-Lot,25230,44.4082053,0.7072568,Renault captur business dci 90cv,47300,0553401774,16900,Pro,2013,17600.0,False
582,Tresses,350,44.847789,-0.46405,Captur tce 90 energy intens RLINK,33370,[],18990,Pro,2014,15500.0,True
583,Bordeaux,18500,44.837789,-0.57918,Renault Captur TCe 120 Zen EDC,33000,0557818910,15990,Pro,2013,16000.0,False
584,Le Bouscat,11565,44.865164,-0.59944,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33110,0531081574,18290,Pro,2014,17700.0,True
585,Villenave-d'Ornon,21263,44.7799813,-0.5672574,Renault Captur DCI 90 ENERGY BUSINESS,33140,0531081640,15990,Pro,2013,16100.0,False
586,Mérignac,5700,44.8448769,-0.656358,Captur dc1 90 intens energy noir/orange 03/2014,33700,[],19150,Par,2014,15500.0,True
587,Agen,13000,44.203142,0.616363,Renault captur 2014 etat neuf,47000,0677287675,17800,Par,2014,16100.0,True
588,Anglet,10,43.481402,-1.514699,Renault Captur dCi 90 Energy Intens S&S eco2,64600,0611648631,17990,Pro,2014,17700.0,True
589,Pessac,6923,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,17500,Pro,2014,16000.0,True
590,Pessac,24127,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
591,Pessac,23752,44.80583,-0.630386,Renault Captur DCI 90 ENERGY BUSINESS,33600,0531081450,16500,Pro,2013,16100.0,True
592,Pessac,14351,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 INTENS,33600,0531081450,18500,Pro,2014,17700.0,True
593,Pessac,37241,44.80583,-0.630386,Renault Captur DCI 90 ENERGY S&S ECO2 ZEN,33600,0531081450,15900,Pro,2013,16000.0,False
